64.356	-250.024
64.7764	-249.809
65.1269	-249.476
65.4601	-249.155
65.7242	-248.92
66.0767	-248.556
66.4417	-248.195
66.8973	-247.803
67.1739	-247.54
67.5324	-247.209
67.8771	-246.917
68.2345	-246.6
68.6603	-246.225
69.0239	-245.832
69.3563	-245.551
69.6779	-245.313
70.0028	-245.016
70.3772	-244.713
70.7532	-244.396
71.1148	-244.055
71.3844	-243.773
71.7126	-243.485
72.0685	-243.195
72.4693	-242.898
72.9151	-242.553
73.3162	-242.226
73.6834	-241.867
74.0282	-241.536
74.4155	-241.158
74.7252	-240.912
74.9822	-240.657
75.2974	-240.38
75.6316	-240.046
76.0294	-239.667
76.4069	-239.305
76.8391	-238.905
77.393	-238.431
77.7802	-238.157
78.1931	-237.814
78.597	-237.56
78.9252	-237.315
79.3924	-236.887
79.7668	-236.657
80.3397	-236.292
80.8276	-235.947
81.3595	-235.515
81.7485	-235.106
82.1829	-234.703
82.679	-234.266
83.1223	-233.887
83.5601	-233.433
84.0644	-233.079
84.574	-232.854
85.0366	-232.535
85.4972	-232.163
85.872	-231.768
86.2995	-231.654
86.6934	-231.846
87.2512	-231.824
87.9591	-231.834
88.63	-231.603
89.3152	-231.404
90.2234	-231.427
91.1322	-231.469
91.7769	-231.236
92.3353	-230.653
92.7852	-230.303
93.3936	-230.159
94.1494	-230.237
94.8553	-230.274
95.5036	-230.102
95.959	-229.866
97.2362	-229.485
98.0146	-229.298
98.5901	-229.033
99.185	-228.777
99.8228	-228.61
100.705	-228.684
101.498	-228.709
102.27	-228.441
103.066	-228.194
103.962	-228.111
104.897	-227.766
105.386	-227.702
105.926	-227.292
106.323	-227.113
107.023	-226.922
107.634	-226.812
108.229	-226.55
108.934	-226.49
109.373	-226.215
109.729	-225.935
110.002	-225.675
110.208	-225.271
110.527	-224.971
110.759	-224.768
110.896	-224.362
111.207	-224.356
111.51	-224.218
112.004	-224.152
112.678	-224.132
113.222	-224.097
113.494	-223.652
114.147	-223.695
114.872	-223.826
115.55	-223.994
116.181	-223.913
116.526	-223.588
116.602	-222.894
116.797	-222.189
116.656	-221.149
116.05	-219.618
115.65	-218.031
115.416	-216.742
115.578	-215.793
115.721	-215.038
115.395	-213.684
115.283	-212.567
114.968	-211.163
115.522	-210.825
116.672	-211.096
117.381	-210.808
117.768	-210.423
118.107	-209.576
118.18	-208.451
118.443	-207.677
118.611	-207.315
118.533	-206.44
118.622	-205.595
118.798	-204.782
119.05	-203.985
119.358	-203.341
119.691	-202.627
120.017	-201.652
120.348	-201.27
120.762	-200.634
120.86	-199.57
120.922	-198.536
121.241	-197.812
121.391	-196.94
121.638	-196.137
121.998	-195.519
122.358	-194.93
122.642	-194.341
122.962	-193.876
123.37	-193.587
123.795	-193.407
124.297	-193.082
124.621	-192.536
124.835	-192.037
125.14	-191.607
125.546	-191.207
126.056	-190.741
126.415	-190.065
126.827	-189.623
127.424	-189.236
127.716	-188.795
128.114	-188.058
128.547	-187.283
128.974	-186.87
129.509	-186.371
129.964	-185.847
130.57	-185.099
131.077	-184.444
131.683	-184.061
132.203	-183.66
132.677	-183.111
133.163	-182.488
133.506	-182.026
134.031	-181.39
134.481	-180.767
134.948	-180.123
135.541	-179.558
135.932	-178.949
136.424	-178.432
136.824	-178.037
137.289	-177.577
137.775	-176.839
138.552	-176.262
139.178	-175.728
139.781	-175.158
140.388	-174.646
140.956	-174.215
141.444	-173.823
141.912	-173.297
142.268	-172.815
142.563	-172.393
142.79	-172.194
143.2	-171.907
143.354	-171.979
143.774	-171.746
144.049	-171.587
144.603	-171.333
145.169	-171.03
145.747	-170.743
146.15	-170.531
146.657	-170.065
147.243	-169.619
147.879	-169.12
148.614	-168.646
148.995	-168.358
149.641	-167.783
150.114	-167.394
150.538	-166.952
150.892	-166.738
151.268	-166.506
151.654	-166.237
151.857	-166.054
151.974	-165.968
152.153	-165.836
152.321	-165.714
152.53	-165.507
152.751	-165.366
153.005	-165.238
153.205	-165.111
153.412	-164.929
153.203	-165.115
152.942	-165.373
152.647	-165.649
152.378	-165.917
151.982	-166.17
151.562	-166.455
151.169	-166.759
151.478	-166.589
151.856	-166.485
152.182	-166.358
151.704	-166.488
151.318	-166.569
150.937	-166.692
151.296	-166.759
151.651	-166.72
151.144	-166.878
151.513	-166.84
151.483	-166.873
151.781	-167.053
151.977	-167.213
151.443	-166.974
150.812	-167.2
151.078	-167.163
151.212	-167.158
151.547	-167.241
151.815	-167.335
152.062	-167.018
151.713	-166.677
151.309	-166.78
150.983	-166.841
150.788	-166.992
151.097	-166.681
151.377	-166.407
151.583	-166.273
151.776	-166.102
151.921	-166.003
152.169	-165.821
152.522	-165.577
152.975	-165.202
153.381	-164.879
153.743	-164.573
154.1	-164.341
154.468	-164.087
154.816	-163.832
155.244	-163.494
155.615	-163.207
155.955	-163.03
156.459	-162.712
156.985	-162.388
157.587	-162.029
158.149	-161.73
158.727	-161.423
159.475	-161.123
159.938	-160.872
160.367	-160.684
160.742	-160.46
161.104	-160.19
161.511	-159.834
161.756	-159.662
161.75	-159.63
161.852	-159.537
162.149	-159.327
162.376	-159.199
162.512	-159.022
162.634	-158.853
162.711	-158.78
162.894	-158.751
162.939	-158.766
162.863	-158.729
163.023	-158.501
163.15	-158.591
162.873	-159.09
163.05	-158.903
163.157	-158.849
163.242	-158.761
163.22	-158.918
163.475	-159.006
163.387	-159.085
163.559	-159.006
163.557	-158.947
163.46	-158.883
163.46	-158.805
163.553	-158.783
163.652	-158.745
163.783	-158.652
163.727	-158.811
163.496	-158.896
163.316	-158.892
163.409	-158.824
163.285	-158.863
163.419	-158.796
163.43	-158.778
163.682	-158.653
163.474	-158.678
163.545	-158.504
163.506	-158.346
163.521	-158.359
163.264	-158.742
163.319	-158.71
163.376	-158.661
163.468	-158.52
163.433	-158.497
163.409	-158.593
163.541	-158.411
163.403	-158.518
163.389	-158.469
163.311	-158.543
163.266	-158.434
162.956	-159.288
163.024	-159.049
163.05	-158.914
163.041	-158.838
163.077	-158.669
163.072	-158.589
163.068	-158.511
163.026	-158.437
162.986	-158.422
162.882	-159.235
162.499	-160.007
162	-160.495
161.586	-160.668
161.005	-161.002
160.328	-161.313
159.68	-161.617
159.033	-161.919
158.4	-162.192
157.79	-162.507
157.364	-162.765
157.054	-162.965
156.52	-163.276
156.06	-163.692
155.671	-164.037
155.189	-164.449
154.838	-164.711
154.446	-164.984
154.027	-165.273
153.699	-165.543
153.387	-165.808
153.069	-166.121
152.741	-166.398
152.308	-166.718
151.899	-167.003
151.612	-167.189
151.588	-167.171
151.87	-167.206
151.692	-167.082
151.817	-167.436
151.755	-166.932
151.695	-167.325
151.552	-167.764
151.158	-167.994
150.46	-168.367
149.515	-168.784
148.658	-169.171
147.972	-169.554
147.433	-169.904
146.949	-170.312
146.513	-170.687
145.958	-171.146
145.504	-171.518
144.882	-172.037
144.321	-172.499
143.802	-172.917
143.372	-173.201
142.923	-173.493
142.509	-173.799
142.04	-174.13
141.662	-174.417
141.2	-174.718
140.788	-175.001
140.093	-175.488
139.644	-175.736
139.203	-176.051
138.831	-176.356
138.285	-176.692
137.673	-177.161
137.121	-177.61
136.571	-178.019
135.986	-178.553
135.406	-179.093
134.886	-179.522
134.353	-180.054
133.752	-180.557
133.414	-180.915
132.85	-181.509
132.406	-181.908
131.983	-182.24
131.469	-182.703
131.171	-183.015
130.527	-183.638
129.992	-184.203
129.508	-184.737
129.019	-185.303
128.474	-185.867
128.01	-186.273
127.623	-186.684
127.195	-187.078
126.963	-187.29
126.706	-187.517
126.503	-187.807
126.261	-188.135
125.938	-188.404
125.623	-188.678
125.298	-188.965
124.899	-189.283
124.425	-189.687
123.976	-190.164
123.644	-190.52
123.073	-191.031
122.774	-191.298
122.432	-191.615
122.058	-191.979
121.674	-192.34
121.34	-192.708
121.062	-193.042
120.712	-193.407
120.379	-193.817
120.015	-194.288
119.627	-194.733
119.255	-195.239
118.838	-195.716
118.407	-196.232
117.927	-196.7
117.489	-197.154
116.991	-197.627
116.557	-198.139
116.055	-198.683
115.545	-199.245
115.092	-199.784
114.611	-200.255
114.193	-200.718
113.788	-201.223
113.452	-201.73
112.944	-202.258
112.39	-202.814
111.83	-203.409
111.32	-203.92
110.791	-204.487
110.481	-204.769
110.124	-205.137
109.706	-205.588
109.308	-206.004
108.962	-206.398
108.628	-206.757
108.203	-207.195
107.879	-207.509
107.61	-207.8
107.207	-208.271
106.946	-208.636
106.656	-209.07
106.385	-209.453
105.981	-209.92
105.462	-210.409
105.154	-210.72
104.957	-210.983
104.567	-211.462
104.142	-211.944
103.713	-212.351
103.368	-212.703
102.959	-213.144
102.48	-213.569
102.102	-213.902
101.684	-214.297
101.268	-214.691
100.714	-215.175
100.412	-215.479
100.007	-215.896
99.6104	-216.298
99.1219	-216.798
98.679	-217.279
97.9185	-217.971
97.4024	-218.513
96.8234	-219.03
96.2505	-219.544
95.699	-220.089
95.2354	-220.525
94.8266	-220.89
94.6187	-221.116
94.174	-221.587
93.8459	-221.927
93.2878	-222.488
92.7164	-223.039
92.2012	-223.573
91.745	-224.037
91.2213	-224.521
90.6998	-224.96
90.2495	-225.279
89.9103	-225.518
89.6755	-225.779
89.4836	-225.989
89.0999	-226.368
88.7958	-226.664
88.4683	-227.021
88.2028	-227.331
87.9085	-227.721
87.7154	-227.946
87.4023	-228.287
87.2339	-228.485
86.9833	-228.739
86.6302	-229.161
86.3438	-229.55
85.7028	-230.25
85.0168	-230.888
84.5474	-231.264
84.0684	-231.607
83.3979	-232.151
82.7785	-232.6
82.2503	-233.072
81.7367	-233.496
81.2489	-233.987
80.7407	-234.502
80.2394	-234.882
79.6427	-235.333
79.0302	-235.803
78.1882	-236.36
77.7642	-236.81
77.3354	-237.247
76.725	-237.769
76.2861	-238.257
75.7369	-238.747
75.3576	-239.167
74.9878	-239.523
74.4383	-240.016
74.2103	-240.346
73.9723	-240.734
73.8825	-240.865
73.5033	-240.99
72.8778	-241.406
71.4868	-242.427
69.4348	-244.197
67.8967	-245.444
67.2309	-246.021
66.4732	-246.493
65.4766	-246.969
64.8339	-247.286
64.4234	-247.465
64.1762	-247.56
63.7528	-247.64
63.286	-247.844
62.7232	-248.144
62.1351	-248.48
61.6	-248.77
61.0666	-249.012
60.6474	-249.289
60.0179	-249.711
59.4467	-250.069
58.798	-250.382
58.0402	-250.822
57.3429	-251.256
56.7448	-251.575
55.9718	-251.854
55.1325	-252.323
54.5118	-252.768
53.8642	-253.116
53.1489	-253.436
